"SEQN","FSDHH","FSDAD","FSD151","FSQ165","FSQ012","FSD230","FSD162","FSQ760","FSQ653","FSD660ZC","FSD675","FSD680","FSD670ZC","FSQ690","FSQ695","FSD652ZW","FSD672ZW","FSD652CW","FSD660ZW"
111328,1,1,2,1,2,,2,,,,,,,,,,,,
111329,1,1,2,2,,,2,,,,,,,,,,,,
111330,1,1,1,1,1,1,2,,,,,,,,,,,,
111331,2,2,2,2,,,1,1,1,1,1,1,10,1,4,,,,
111332,3,3,2,1,1,1,2,,,,,,,,,,,,
111333,1,1,2,2,,,2,,,,,,,,,,,,
111334,,,,,,,,,2,,,,,2,,,,,
111335,3,3,2,1,1,1,2,,,,,,,,,,,,
111336,1,1,2,2,,,2,,,,,,,,,,,,
111337,,,,,,,,,,,,,,,,,,,
111338,3,3,2,2,,,2,,,,,,,,,,,,
111339,3,4,2,1,1,1,1,1,1,2,1,1,999,1,3,,,,
111340,1,1,2,1,2,,2,,,,,,,,,,,,
111341,3,3,1,1,1,1,1,1,1,1,1,1,36,1,4,,,,
111342,1,1,2,2,,,2,,2,,,,,2,,,,,
111343,2,2,2,2,,,2,,,,,,,,,,,,
111344,2,2,2,1,1,1,2,,,,,,,,,,,,
111345,4,4,2,1,1,1,2,,,,,,,,,,,,
111346,4,4,2,1,1,1,2,,,,,,,,,,,,
111347,1,1,2,1,1,1,2,,,,,,,,,,,,
111348,2,2,2,2,,,2,,,,,,,,,,,,
111349,1,1,2,2,,,2,,,,,,,,,,,,
111350,3,3,2,2,,,2,,,,,,,,,,,,
111351,1,1,2,2,,,2,,,,,,,,,,,,
111352,3,3,2,1,2,,2,,,,,,,,,,,,
111353,1,1,2,1,1,1,2,,,,,,,,,,,,
111354,1,1,2,2,,,2,,,,,,,,,,,,
111355,1,1,2,2,,,2,,,,,,,,,,,,
111356,1,1,2,1,1,1,2,,1,2,1,2,3,2,,,,,
111357,1,1,2,2,,,2,,,,,,,,,,,,
111358,2,2,2,1,2,,2,,,,,,,,,,,,
111359,3,3,2,1,1,1,1,2,,,,,,,,,,,
111360,1,1,2,1,2,,2,,,,,,,,,,,,
111361,3,3,2,2,,,2,,,,,,,,,,,,
111362,1,1,2,1,2,,1,2,,,,,,,,,,,
111363,1,1,2,1,2,,2,,,,,,,,,,,,
111364,1,1,2,2,,,2,,,,,,,,,,,,
111365,1,1,2,2,,,2,,,,,,,,,,,,
111366,4,3,2,1,1,1,1,1,,,,,,,,,,,
111367,2,2,2,2,,,2,,,,,,,,,,,,
111368,4,4,2,1,1,1,1,1,1,1,1,,1,1,2,,,,
111369,1,1,2,1,2,,2,,,,,,,,,,,,
111370,1,1,2,1,1,1,2,,,,,,,,,,,,
111371,1,1,2,2,,,1,1,,,,,,,,,,,
111372,1,1,2,1,2,,1,1,,,,,,,,,,,
111373,1,1,2,2,,,2,,2,,,,,2,,,,,
111374,1,1,2,2,,,2,,,,,,,,,,,,
111375,1,1,2,2,,,2,,,,,,,,,,,,
111376,2,2,2,1,1,2,1,2,,,,,,,,,,,
111377,1,1,2,2,,,2,,,,,,,,,,,,
111378,2,2,2,1,1,2,2,,,,,,,,,,,,
111379,3,3,2,1,1,1,1,1,,,,,,,,,,,
111380,3,3,1,1,1,1,2,,,,,,,,,,,,
111381,2,2,2,1,2,,1,1,1,1,1,,8,1,4,,,,
111382,2,2,2,1,1,1,2,,,,,,,,,,,,
111383,1,1,2,2,,,2,,,,,,,,,,,,
111384,1,1,2,2,,,2,,2,,,,,2,,,,,
111385,1,1,2,2,,,2,,,,,,,,,,,,
111386,1,1,2,2,,,2,,,,,,,,,,,,
111387,1,1,2,1,2,,2,,,,,,,,,,,,
111388,,,,,,,,,1,1,1,1,36,1,3,,,,
111389,2,2,2,1,1,1,2,,,,,,,,,,,,
111390,1,1,2,2,,,2,,,,,,,,,,,,
111391,1,1,2,2,,,2,,,,,,,,,,,,
111392,2,2,2,1,1,1,1,2,,,,,,,,,,,
111393,1,1,2,1,1,1,2,,1,2,1,2,12,1,1,,,,
111394,1,1,2,2,,,2,,,,,,,,,,,,
111395,2,2,2,1,1,1,1,1,,,,,,,,,,,
111396,1,1,2,2,,,2,,,,,,,,,,,,
111397,2,2,2,1,1,1,1,2,,,,,,,,,,,
111398,1,1,2,1,1,1,1,1,1,1,1,1,24,1,2,,,,
111399,2,2,1,1,1,1,2,,,,,,,,,,,,
111400,1,1,2,1,2,,2,,,,,,,,,,,,
111401,1,1,2,1,1,1,1,1,,,,,,,,,,,
111402,2,2,2,1,2,,2,,,,,,,,,,,,
111403,1,1,2,2,,,2,,,,,,,,,,,,
111404,4,4,1,1,1,1,2,,,,,,,,,,,,
111405,2,2,2,2,,,2,,,,,,,,,,,,
111406,1,1,2,2,,,2,,,,,,,,,,,,
111407,1,1,2,2,,,2,,,,,,,,,,,,
111408,1,1,2,9,,,2,,,,,,,,,,,,
111409,1,1,2,2,,,2,,,,,,,,,,,,
111410,,,,,,,,,,,,,,,,,,,
111411,2,2,1,1,1,2,2,,,,,,,,,,,,
111412,1,1,1,1,1,1,1,1,1,1,2,1,2,2,,,,,
111413,,,,,,,,,,,,,,,,,,,
111414,,,,,,,,,,,,,,,,,,,
111415,1,1,2,1,1,1,2,,1,2,1,1,24,1,4,,,,
111416,3,4,1,2,,,2,,,,,,,,,,,,
111417,3,3,2,1,1,1,2,,,,,,,,,,,,
111418,2,2,2,1,1,1,1,1,,,,,,,,,,,
111419,,,,,,,,,2,,,,,2,,,,,
111420,3,3,2,2,,,2,,,,,,,,,,,,
111421,2,2,2,1,1,1,2,,,,,,,,,,,,
111422,2,2,2,2,,,2,,,,,,,,,,,,
111423,4,4,1,1,1,1,2,,,,,,,,,,,,
111424,3,3,1,1,1,1,2,,,,,,,,,,,,
111425,1,1,2,2,,,2,,,,,,,,,,,,
111426,3,3,2,1,2,,2,,,,,,,,,,,,
111427,2,2,2,1,1,1,2,,,,,,,,,,,,
111428,1,1,2,1,1,1,2,,,,,,,,,,,,
111429,1,1,2,2,,,2,,,,,,,,,,,,
111430,1,1,2,2,,,2,,,,,,,,,,,,
111431,1,1,2,1,1,1,2,,,,,,,,,,,,
111432,,,,,,,,,,,,,,,,,,,
111433,2,2,2,1,1,1,2,,,,,,,,,,,,
111434,1,1,2,2,,,2,,,,,,,,,,,,
111435,3,3,2,2,,,1,1,,,,,,,,,,,
111436,1,1,2,2,,,1,2,,,,,,,,,,,
111437,1,1,2,2,,,2,,2,,,,,2,,,,,
111438,1,1,2,2,,,2,,,,,,,,,,,,
111439,1,1,2,2,,,2,,,,,,,,,,,,
111440,1,1,2,2,,,2,,,,,,,,,,,,
111441,1,1,2,2,,,2,,,,,,,,,,,,
111442,1,1,2,2,,,2,,,,,,,,,,,,
111443,1,1,2,2,,,2,,,,,,,,,,,,
111444,1,1,2,2,,,2,,,,,,,,,,,,
111445,1,1,2,1,1,1,2,,,,,,,,,,,,
111446,2,2,2,2,,,2,,1,2,1,2,12,2,,,,,
111447,2,2,2,1,1,1,1,1,1,1,1,,7,1,5,,,,
111448,1,1,2,2,,,2,,,,,,,,,,,,
111449,4,4,2,1,2,,2,,,,,,,,,,,,
111450,1,1,2,1,2,,2,,,,,,,,,,,,
111451,1,1,2,1,2,,2,,,,,,,,,,,,
111452,1,1,2,2,,,2,,,,,,,,,,,,
111453,1,1,2,2,,,2,,,,,,,,,,,,
111454,1,1,2,2,,,2,,,,,,,,,,,,
111455,3,3,2,2,,,2,,,,,,,,,,,,
111456,3,3,1,1,1,1,1,1,,,,,,,,,,,
111457,1,1,2,1,2,,1,2,1,2,1,1,18,1,3,,,,
111458,1,1,2,2,,,2,,,,,,,,,,,,
111459,2,2,2,1,2,,2,,,,,,,,,,,,
111460,,,,,,,,,,,,,,,,,,,
111461,1,1,2,2,,,2,,,,,,,,,,,,
111462,1,1,2,2,,,2,,2,,,,,2,,,,,
111463,1,1,2,1,2,,2,,,,,,,,,,,,
111464,2,2,2,1,1,1,2,,,,,,,,,,,,
111465,1,1,2,2,,,2,,,,,,,,,,,,
111466,2,2,2,1,1,1,2,,,,,,,,,,,,
111467,1,1,2,1,2,,2,,,,,,,,,,,,
111468,1,1,2,2,,,1,1,1,1,1,1,36,1,6,,,,
111469,3,3,2,1,1,1,1,1,,,,,,,,,,,
111470,1,1,2,1,2,,2,,,,,,,,,,,,
111471,4,3,1,2,,,2,,,,,,,,,,,,
111472,1,1,2,2,,,2,,,,,,,,,,,,
111473,1,1,1,1,1,1,1,1,1,1,1,,48,1,2,,,,
111474,2,2,2,2,,,2,,,,,,,,,,,,
111475,1,1,2,2,,,2,,2,,,,,2,,,,,
111476,,,,,,,,,,,,,,,,,,,
111477,3,3,2,1,2,,2,,,,,,,,,,,,
111478,4,4,2,1,1,1,2,,,,,,,,,,,,
111479,,,,,,,,,,,,,,,,,,,
111480,3,3,2,1,1,1,1,2,,,,,,,,,,,
111481,4,4,2,2,,,2,,2,,,,,2,,,,,
111482,1,1,2,2,,,2,,,,,,,,,,,,
111483,1,1,2,2,,,2,,2,,,,,2,,,,,
111484,2,2,2,1,1,1,2,,2,,,,,2,,,,,
111485,2,2,2,2,,,2,,,,,,,,,,,,
111486,2,2,2,2,,,2,,,,,,,,,,,,
111487,1,1,2,1,1,1,2,,,,,,,,,,,,
111488,1,1,2,2,,,2,,,,,,,,,,,,
111489,1,1,2,1,1,2,2,,,,,,,,,,,,
111490,,,,,,,,,,,,,,,,,,,
111491,,,,,,,,,,,,,,,,,,,
111492,2,2,1,1,2,,2,,,,,,,,,,,,
111493,1,1,2,2,,,2,,,,,,,,,,,,
111494,2,2,2,1,1,1,2,,,,,,,,,,,,
111495,3,3,1,1,1,2,1,1,1,1,1,,8,1,7,,,,
111496,1,1,2,2,,,2,,2,,,,,2,,,,,
111497,1,1,2,1,1,1,2,,,,,,,,,,,,
111498,,,,,,,,,2,,,,,2,,,,,
111499,1,1,2,1,1,1,1,1,1,1,1,1,24,1,1,,,,
111500,1,1,2,1,1,1,2,,,,,,,,,,,,
111501,1,1,2,2,,,2,,,,,,,,,,,,
111502,1,1,1,1,1,1,2,,,,,,,,,,,,
111503,1,1,2,2,,,2,,,,,,,,,,,,
111504,3,3,2,1,2,,2,,,,,,,,,,,,
111505,1,1,2,1,2,,2,,,,,,,,,,,,
111506,1,1,2,2,,,2,,1,2,1,1,24,1,3,,,,
111507,1,1,2,2,,,2,,,,,,,,,,,,
111508,,,,,,,,,,,,,,,,,,,
111509,2,2,2,2,,,2,,,,,,,,,,,,
111510,3,3,1,1,1,2,2,,,,,,,,,,,,
111511,,,,,,,,,,,,,,,,,,,
111512,1,1,2,1,2,,2,,,,,,,,,,,,
111513,3,3,2,2,,,2,,,,,,,,,,,,
111514,1,1,2,2,,,2,,,,,,,,,,,,
111515,2,2,2,1,1,1,1,1,1,1,1,,60,1,2,,,,
111516,1,1,2,2,,,2,,,,,,,,,,,,
111517,,,,,,,,,1,1,1,1,36,1,1,,,,
111518,1,1,2,1,1,2,2,,1,2,1,1,18,1,2,,,,
111519,1,1,2,1,1,1,1,1,,,,,,,,,,,
111520,4,4,2,1,1,2,2,,,,,,,,,,,,
111521,2,2,2,1,1,2,2,,,,,,,,,,,,
111522,3,3,2,1,2,,2,,,,,,,,,,,,
111523,3,3,2,2,,,2,,,,,,,,,,,,
111524,2,2,2,1,2,,2,,,,,,,,,,,,
111525,1,1,2,2,,,2,,,,,,,,,,,,
111526,3,4,2,1,1,1,1,1,1,1,1,,1,1,2,,,,
111527,4,4,1,1,1,1,1,1,,,,,,,,,,,
111528,3,3,2,1,2,,2,,,,,,,,,,,,
111529,3,3,1,1,1,1,2,,,,,,,,,,,,
111530,1,1,2,1,1,1,2,,,,,,,,,,,,
111531,3,2,2,1,1,1,1,1,1,1,1,,2,2,,,,,
111532,1,1,2,1,2,,2,,,,,,,,,,,,
111533,3,3,2,1,1,2,1,2,,,,,,,,,,,
111534,1,1,2,2,,,1,1,,,,,,,,,,,
111535,,,,,,,,,,,,,,,,,,,
111536,2,2,2,2,,,2,,,,,,,,,,,,
111537,4,4,2,1,2,,2,,,,,,,,,,,,
111538,1,1,2,1,2,,2,,1,2,1,2,2,1,4,,,,
111539,,,,,,,,,,,,,,,,,,,
111540,1,1,2,1,2,,1,1,1,1,1,,3,2,,,,,
111541,1,1,2,2,,,2,,,,,,,,,,,,
111542,1,1,2,2,,,2,,,,,,,,,,,,
111543,1,1,2,2,,,2,,,,,,,,,,,,
111544,1,1,2,2,,,2,,,,,,,,,,,,
111545,1,1,2,1,1,2,2,,2,,,,,2,,,,,
111546,1,1,1,2,,,2,,,,,,,,,,,,
111547,2,2,2,1,2,,2,,,,,,,,,,,,
111548,,,,,,,,,,,,,,,,,,,
111549,2,2,2,2,,,2,,,,,,,,,,,,
111550,1,1,2,2,,,2,,,,,,,,,,,,
111551,2,2,2,2,,,2,,,,,,,,,,,,
111552,1,1,2,1,1,1,2,,,,,,,,,,,,
111553,2,2,2,2,,,2,,,,,,,,,,,,
111554,1,1,2,2,,,2,,,,,,,,,,,,
111555,1,1,2,2,,,2,,,,,,,,,,,,
111556,1,1,2,1,2,,2,,,,,,,,,,,,
111557,1,1,2,2,,,2,,,,,,,,,,,,
111558,1,1,2,2,,,2,,,,,,,,,,,,
111559,1,1,2,2,,,2,,,,,,,,,,,,
111560,1,1,2,2,,,2,,,,,,,,,,,,
111561,1,1,2,2,,,2,,,,,,,,,,,,
111562,1,1,2,2,,,2,,2,,,,,2,,,,,
111563,1,1,2,2,,,2,,,,,,,,,,,,
111564,2,2,2,2,,,2,,,,,,,,,,,,
111565,,,,,,,,,,,,,,,,,,,
111566,1,1,2,1,1,1,2,,,,,,,,,,,,
111567,1,1,2,1,1,1,1,1,1,1,1,1,18,1,4,,,,
111568,3,4,2,1,1,1,1,1,,,,,,,,,,,
111569,3,3,1,1,1,1,2,,,,,,,,,,,,
111570,2,2,2,1,2,,2,,,,,,,,,,,,
111571,3,3,1,1,1,1,2,,,,,,,,,,,,
111572,1,1,2,2,,,2,,,,,,,,,,,,
111573,3,3,2,1,2,,2,,2,,,,,2,,,,,
111574,1,1,2,2,,,2,,,,,,,,,,,,
111575,1,1,2,2,,,2,,,,,,,,,,,,
111576,2,2,2,1,2,,1,1,1,1,1,1,16,1,3,,,,
111577,2,2,2,1,1,2,2,,,,,,,,,,,,
111578,1,1,2,2,,,2,,,,,,,,,,,,
111579,1,1,2,2,,,2,,,,,,,,,,,,
111580,1,1,2,1,2,,1,1,1,1,1,,10,2,,,,,
111581,1,1,2,2,,,2,,,,,,,,,,,,
111582,1,1,2,2,,,2,,,,,,,,,,,,
111583,1,1,2,1,1,1,1,2,,,,,,,,,,,
111584,1,1,2,1,2,,2,,2,,,,,2,,,,,
111585,1,1,2,1,2,,1,1,,,,,,,,,,,
111586,1,1,2,2,,,2,,,,,,,,,,,,
111587,1,1,2,2,,,2,,,,,,,,,,,,
111588,1,1,2,2,,,2,,,,,,,,,,,,
111589,1,1,2,2,,,1,2,,,,,,,,,,,
111590,1,1,2,1,2,,2,,,,,,,,,,,,
111591,3,3,1,1,2,,1,1,,,,,,,,,,,
111592,1,1,2,2,,,2,,,,,,,,,,,,
111593,2,2,2,1,1,2,2,,,,,,,,,,,,
111594,1,1,2,1,1,1,2,,,,,,,,,,,,
111595,,,,,,,,,,,,,,,,,,,
111596,3,3,2,2,,,2,,,,,,,,,,,,
111597,4,3,2,2,,,2,,,,,,,,,,,,
111598,1,1,2,1,2,,2,,,,,,,,,,,,
111599,3,3,1,1,1,1,2,,,,,,,,,,,,
111600,1,1,2,2,,,2,,,,,,,,,,,,
111601,1,1,1,1,1,1,2,,,,,,,,,,,,
111602,4,4,2,1,1,1,2,,,,,,,,,,,,
111603,2,2,2,1,1,1,1,1,1,1,1,1,1,1,4,,,,
111604,1,1,2,1,1,1,1,1,,,,,,,,,,,
111605,2,2,2,2,,,2,,,,,,,,,,,,
111606,1,1,2,2,,,2,,,,,,,,,,,,
111607,1,1,2,2,,,2,,,,,,,,,,,,
111608,1,1,2,2,,,2,,,,,,,,,,,,
111609,1,1,2,2,,,2,,,,,,,,,,,,
111610,4,4,1,1,1,1,2,,,,,,,,,,,,
111611,1,1,2,2,,,2,,2,,,,,2,,,,,
111612,2,2,2,1,1,1,1,1,1,1,1,,0,2,,,,,
111613,1,1,2,2,,,2,,,,,,,,,,,,
111614,3,3,2,1,2,,2,,,,,,,,,,,,
111615,1,1,2,2,,,2,,,,,,,,,,,,
111616,1,1,2,2,,,2,,,,,,,,,,,,
111617,2,2,2,1,1,2,2,,,,,,,,,,,,
111618,,,,,,,,,,,,,,,,,,,
111619,1,1,2,1,1,1,2,,1,2,1,2,6,1,5,,,,
111620,1,1,2,2,,,2,,,,,,,,,,,,
111621,1,1,2,2,,,2,,,,,,,,,,,,
111622,1,1,2,1,2,,2,,,,,,,,,,,,
111623,4,4,1,2,,,2,,,,,,,,,,,,
111624,1,1,2,1,2,,2,,1,2,1,2,9,1,99,,,,
111625,1,1,2,1,2,,2,,,,,,,,,,,,
111626,1,1,2,2,,,2,,2,,,,,2,,,,,
111627,1,1,2,2,,,2,,,,,,,,,,,,
111628,,,,,,,,,1,1,1,1,36,1,4,,,,
111629,,,,,,,,,,,,,,,,,,,
111630,3,3,2,1,2,,2,,,,,,,,,,,,
111631,3,3,2,1,1,1,2,,,,,,,,,,,,
111632,,,,,,,,,,,,,,,,,,,
111633,4,4,1,1,1,1,2,,,,,,,,,,,,
111634,1,1,2,1,2,,2,,,,,,,,,,,,
111635,1,1,2,2,,,2,,,,,,,,,,,,
111636,2,2,1,1,1,1,2,,,,,,,,,,,,
111637,1,1,2,2,,,2,,,,,,,,,,,,
111638,2,2,2,1,2,,2,,,,,,,,,,,,
111639,1,1,2,2,,,2,,,,,,,,,,,,
111640,1,1,2,1,1,1,2,,,,,,,,,,,,
111641,1,1,2,2,,,2,,,,,,,,,,,,
111642,1,1,2,1,2,,2,,,,,,,,,,,,
111643,1,1,2,2,,,2,,,,,,,,,,,,
111644,,,,,,,,,1,1,1,1,12,1,3,,,,
111645,3,4,1,1,1,1,1,1,,,,,,,,,,,
111646,1,1,2,2,,,2,,,,,,,,,,,,
111647,1,1,2,2,,,2,,,,,,,,,,,,
111648,1,1,2,2,,,2,,,,,,,,,,,,
111649,2,2,2,1,1,2,2,,,,,,,,,,,,
111650,1,1,2,2,,,2,,,,,,,,,,,,
111651,,,,,,,,,,,,,,,,,,,
111652,1,1,1,1,1,2,1,1,,,,,,,,,,,
111653,1,1,2,2,,,2,,,,,,,,,,,,
111654,2,2,2,1,2,,2,,,,,,,,,,,,
111655,3,3,2,2,,,2,,,,,,,,,,,,
111656,2,2,1,1,1,1,2,,,,,,,,,,,,
111657,1,1,2,1,2,,2,,,,,,,,,,,,
111658,2,2,2,1,2,,2,,,,,,,,,,,,
111659,3,3,1,1,1,1,2,,,,,,,,,,,,
111660,,,,,,,,,,,,,,,,,,,
111661,1,1,2,2,,,2,,,,,,,,,,,,
111662,2,2,2,1,1,1,1,1,1,1,1,,6,2,,,,,
111663,1,1,2,2,,,2,,,,,,,,,,,,
111664,1,1,2,1,2,,2,,,,,,,,,,,,
111665,3,3,2,2,,,2,,,,,,,,,,,,
111666,3,3,2,1,1,1,2,,,,,,,,,,,,
111667,1,1,2,2,,,2,,,,,,,,,,,,
111668,1,1,2,2,,,2,,,,,,,,,,,,
111669,1,1,2,1,1,1,1,1,,,,,,,,,,,
111670,1,1,2,1,1,2,2,,,,,,,,,,,,
111671,4,4,1,1,1,1,2,,,,,,,,,,,,
111672,1,1,2,2,,,2,,,,,,,,,,,,
111673,4,4,1,1,1,1,2,,,,,,,,,,,,
111674,,,,,,,,,,,,,,,,,,,
111675,3,3,2,1,2,,2,,,,,,,,,,,,
111676,1,1,2,1,1,1,1,1,,,,,,,,1,8,1,1
111677,1,1,2,2,,,2,,,,,,,,,,,,
111678,2,2,2,1,2,,2,,,,,,,,,,,,
111679,1,1,2,2,,,2,,,,,,,,,,,,
111680,,,,,,,,,,,,,,,,,,,
111681,1,1,2,1,2,,2,,,,,,,,,,,,
111682,1,1,2,2,,,2,,,,,,,,,,,,
111683,4,4,2,1,2,,2,,,,,,,,,,,,
111684,1,1,2,2,,,2,,,,,,,,,,,,
111685,2,2,2,2,,,2,,2,,,,,2,,,,,
111686,4,4,1,1,1,1,1,1,,,,,,,,,,,
111687,1,1,2,2,,,2,,,,,,,,,,,,
111688,1,1,2,1,1,1,2,,,,,,,,,,,,
111689,4,4,1,1,1,1,2,,,,,,,,,,,,
111690,2,2,2,1,1,1,1,1,,,,,,,,,,,
111691,1,1,2,2,,,2,,,,,,,,,,,,
111692,1,1,2,2,,,2,,,,,,,,,,,,
111693,1,1,2,2,,,2,,,,,,,,,,,,
111694,1,1,2,1,1,1,2,,,,,,,,,,,,
111695,2,2,2,1,2,,2,,,,,,,,,,,,
111696,1,1,2,1,1,1,1,1,1,1,1,1,36,1,7,,,,
111697,1,1,2,2,,,2,,2,,,,,2,,,,,
111698,1,1,2,1,2,,2,,,,,,,,,,,,
111699,1,1,2,2,,,2,,2,,,,,2,,,,,
111700,1,1,2,2,,,2,,,,,,,,,,,,
111701,2,2,2,1,2,,2,,,,,,,,,,,,
111702,1,1,2,2,,,2,,2,,,,,2,,,,,
111703,1,1,2,2,,,2,,,,,,,,,,,,
111704,1,1,2,2,,,2,,,,,,,,,,,,
111705,2,2,2,1,2,,2,,,,,,,,,,,,
111706,3,3,2,2,,,2,,1,2,1,1,36,1,2,,,,
111707,1,1,2,2,,,2,,,,,,,,,,,,
111708,4,4,1,1,1,1,2,,,,,,,,,,,,
111709,,,,,,,,,,,,,,,,,,,
111710,1,1,2,2,,,2,,,,,,,,,,,,
111711,1,1,2,2,,,2,,1,2,1,2,12,1,6,,,,
111712,4,4,1,1,1,1,1,1,,,,,,,,,,,
111713,2,2,2,1,2,,2,,,,,,,,,,,,
111714,2,2,7,7,,,7,,,,,,,,,,,,
111715,1,1,2,2,,,2,,,,,,,,,,,,
111716,3,3,2,1,1,1,1,1,,,,,,,,,,,
111717,1,1,2,2,,,2,,,,,,,,,,,,
111718,1,1,2,2,,,2,,2,,,,,2,,,,,
111719,3,4,2,2,,,2,,,,,,,,,,,,
111720,1,1,2,2,,,1,1,,,,,,,,,,,
111721,3,3,2,1,1,1,1,2,1,2,1,2,6,2,,,,,
111722,1,1,2,2,,,2,,,,,,,,,,,,
111723,1,1,2,2,,,2,,,,,,,,,,,,
111724,1,1,2,2,,,2,,,,,,,,,,,,
111725,,,,,,,,,,,,,,,,,,,
111726,1,1,2,2,,,2,,,,,,,,,,,,
111727,1,1,2,2,,,2,,,,,,,,,,,,
111728,1,1,2,2,,,2,,,,,,,,,,,,
111729,1,1,2,2,,,2,,,,,,,,,,,,
111730,3,3,2,1,1,1,2,,1,2,1,1,18,1,6,,,,
111731,1,1,2,2,,,2,,,,,,,,,,,,
111732,1,1,2,2,,,2,,,,,,,,,,,,
111733,2,2,2,2,,,2,,,,,,,,,,,,
111734,1,1,2,1,1,2,2,,,,,,,,,,,,
111735,1,1,2,1,2,,2,,,,,,,,,,,,
111736,1,1,1,1,2,,2,,,,,,,,,,,,
111737,3,3,7,7,,,7,,,,,,,,,,,,
111738,1,1,2,2,,,2,,2,,,,,2,,,,,
111739,3,3,1,1,1,1,1,1,,,,,,,,,,,
111740,4,4,2,1,2,,2,,,,,,,,,,,,
111741,1,1,2,1,2,,2,,,,,,,,,,,,
111742,1,1,2,2,,,2,,,,,,,,,,,,
111743,3,3,2,1,1,1,1,1,1,1,1,,2,2,,,,,
111744,3,3,2,1,1,1,1,1,,,,,,,,,,,
111745,1,1,2,2,,,2,,,,,,,,,,,,
111746,1,1,2,2,,,2,,,,,,,,,,,,
111747,2,2,2,1,1,1,2,,,,,,,,,,,,
111748,4,4,2,1,2,,2,,,,,,,,,,,,
111749,1,1,2,1,2,,2,,,,,,,,,,,,
111750,1,1,2,2,,,2,,2,,,,,2,,,,,
111751,1,1,2,2,,,2,,,,,,,,,,,,
111752,1,1,2,2,,,2,,,,,,,,,,,,
111753,,,,,,,,,,,,,,,,,,,
111754,3,3,2,2,,,2,,,,,,,,,,,,
111755,1,1,2,2,,,2,,,,,,,,,,,,
111756,2,2,2,2,,,2,,,,,,,,,,,,
111757,3,3,2,1,1,1,2,,,,,,,,,,,,
111758,1,1,2,2,,,2,,,,,,,,,,,,
111759,1,1,2,1,2,,2,,,,,,,,,,,,
111760,2,2,2,1,1,1,1,1,,,,,,,,,,,
111761,1,1,2,2,,,2,,2,,,,,2,,,,,
111762,,,,,,,,,,,,,,,,,,,
111763,4,4,1,1,1,1,2,,,,,,,,,,,,
111764,1,1,2,1,1,1,2,,,,,,,,,,,,
111765,3,3,2,1,2,,2,,,,,,,,,,,,
111766,1,1,2,2,,,2,,,,,,,,,,,,
111767,3,4,1,1,1,1,1,1,,,,,,,,,,,
111768,4,4,1,1,1,1,2,,,,,,,,,,,,
111769,1,1,2,2,,,2,,2,,,,,2,,,,,
111770,3,3,1,1,1,1,2,,,,,,,,,,,,
111771,1,1,2,2,,,2,,,,,,,,,,,,
111772,4,4,1,1,1,1,2,,,,,,,,,,,,
111773,2,2,2,1,1,2,2,,,,,,,,,,,,
111774,1,1,2,2,,,2,,,,,,,,,,,,
111775,2,2,1,1,1,1,2,,,,,,,,,,,,
111776,3,3,2,1,1,1,2,,,,,,,,,,,,
111777,2,2,2,2,,,2,,,,,,,,,,,,
111778,3,3,2,1,2,,2,,,,,,,,,,,,
111779,1,1,2,2,,,2,,,,,,,,,,,,
111780,1,1,2,2,,,2,,,,,,,,,,,,
111781,1,1,2,2,,,2,,,,,,,,,,,,
111782,,,,,,,,,1,2,1,1,12,1,5,,,,
111783,1,1,2,1,1,1,2,,,,,,,,,,,,
111784,1,1,2,2,,,2,,,,,,,,,,,,
111785,1,1,2,2,,,2,,,,,,,,,,,,
111786,3,3,2,2,,,1,1,,,,,,,,,,,
111787,4,4,2,1,1,1,2,,,,,,,,,,,,
111788,1,1,2,2,,,2,,,,,,,,,,,,
111789,1,1,2,1,2,,2,,,,,,,,,,,,
111790,1,1,2,2,,,2,,,,,,,,,,,,
111791,3,3,2,2,,,2,,,,,,,,,,,,
111792,1,1,2,2,,,2,,,,,,,,,,,,
111793,3,2,2,1,1,1,2,,1,2,1,1,24,2,,,,,
111794,3,2,1,1,1,2,1,1,,,,,,,,,,,
111795,1,1,2,2,,,2,,,,,,,,,,,,
111796,1,1,2,2,,,2,,,,,,,,,,,,
111797,1,1,2,1,2,,2,,,,,,,,,,,,
111798,1,1,2,2,,,2,,,,,,,,,,,,
111799,1,1,2,2,,,2,,,,,,,,,,,,
111800,1,1,2,2,,,2,,,,,,,,,,,,
111801,,,,,,,,,,,,,,,,,,,
111802,1,1,2,2,,,2,,,,,,,,,,,,
111803,1,1,1,1,2,,2,,,,,,,,,,,,
111804,3,3,2,1,2,,2,,,,,,,,,,,,
111805,1,1,2,2,,,2,,2,,,,,2,,,,,
111806,,,,,,,,,,,,,,,,,,,
111807,2,2,1,1,2,,1,1,,,,,,,,,,,
111808,4,4,2,2,,,2,,,,,,,,,,,,
111809,1,1,2,2,,,2,,,,,,,,,,,,
111810,1,1,2,2,,,2,,,,,,,,,,,,
111811,2,2,2,2,,,2,,,,,,,,,,,,
111812,2,2,2,1,2,,1,1,,,,,,,,,,,
111813,1,1,1,1,2,,2,,2,,,,,2,,,,,
111814,1,1,2,2,,,2,,,,,,,,,,,,
111815,1,1,2,2,,,2,,,,,,,,,,,,
111816,1,1,2,1,1,1,2,,,,,,,,,,,,
111817,1,1,2,2,,,2,,,,,,,,,,,,
111818,4,4,1,1,1,1,1,2,1,2,1,1,36,1,6,,,,
